Timestamp,TORO:GUNB:360:CHRG
2024/01/29 13:59:59.136,0.022683853283524513
2024/01/29 15:59:59.136,0.03314622864127159
2024/01/29 17:59:59.139,0.04177582636475563
2024/01/29 19:59:59.136,0.032244112342596054
2024/01/29 21:59:59.136,0.011351016350090504
2024/01/29 23:59:59.136,0.030697297304868698
2024/01/30 01:59:59.136,0.021237345412373543
2024/01/30 03:59:59.136,0.009311331436038017
2024/01/30 05:59:59.136,0.021635906770825386
2024/01/30 07:59:59.136,0.025142764672636986
2024/01/30 09:59:59.136,0.01602807641029358
2024/01/30 11:59:59.136,0.034088823944330215
2024/01/30 13:59:59.136,0.010531595908105373
2024/01/30 15:59:59.136,0.026825902983546257
2024/01/30 17:59:59.136,0.013760555535554886
2024/01/30 19:59:59.136,0.01063854806125164
2024/01/30 21:59:59.037,0.018193067982792854
2024/01/30 23:59:59.038,0.01343318447470665
2024/01/31 01:59:59.036,0.02977673150599003
2024/01/31 03:59:59.036,0.013319801539182663
2024/01/31 05:59:59.036,0.03356771171092987
2024/01/31 07:59:59.036,0.010917985811829567
2024/01/31 09:59:57.036,0.011237374506890774
2024/01/31 11:59:59.036,0.028362002223730087
2024/01/31 13:59:59.036,0.01815309189260006
2024/01/31 15:59:59.036,0.02788754738867283
2024/01/31 17:59:59.036,0.013607447035610676
2024/01/31 19:59:59.036,0.014232369139790535
2024/01/31 21:59:59.036,0.017592698335647583
2024/01/31 23:59:59.036,0.015449563972651958
2024/02/01 01:59:59.036,0.05485286936163902
2024/02/01 03:59:59.036,0.02030571736395359
2024/02/01 05:59:59.038,0.028427839279174805
2024/02/01 07:59:59.036,0.013520659878849983
2024/02/01 09:11:33.036,0.03180210292339325
2024/02/02 13:59:58.957,0.02412273734807968
2024/02/02 15:59:58.957,0.013944926671683788
2024/02/02 17:59:58.957,0.024532435461878777
2024/02/02 19:59:58.957,0.025148669257760048
2024/02/02 21:59:58.959,0.017083846032619476
2024/02/02 23:59:58.960,0.01841394416987896
2024/02/03 01:59:58.957,0.02703693136572838
2024/02/03 03:59:58.957,0.022327115759253502
2024/02/03 05:59:58.957,0.02520730532705784
2024/02/03 07:59:58.957,0.018754491582512856
2024/02/03 09:59:58.957,0.023057226091623306
2024/02/03 11:59:58.958,0.03672085329890251
2024/02/03 13:59:58.957,0.03692774102091789
2024/02/03 15:59:58.957,0.017250774428248405
2024/02/03 17:59:58.957,0.04080823436379433
2024/02/03 19:59:58.957,0.02695263922214508
2024/02/03 21:59:58.957,0.060357049107551575
2024/02/03 23:59:58.957,0.027652764692902565
2024/02/04 01:59:58.957,0.014926674775779247
2024/02/04 03:59:58.957,0.020179113373160362
2024/02/04 05:59:58.957,0.035799797624349594
2024/02/04 07:59:58.957,0.015613657422363758
2024/02/04 09:59:58.857,0.026705920696258545
2024/02/04 11:59:58.857,0.015161490067839622
2024/02/04 13:59:58.858,0.013907798565924168
2024/02/05 09:59:51.917,0.025753730908036232
2024/02/05 11:59:51.917,0.01016028132289648
2024/02/05 13:59:51.917,0.0258841160684824
2024/02/05 15:59:51.917,0.015314235351979733
2024/02/05 17:59:51.917,0.056092798709869385
2024/02/05 19:59:51.917,0.017301972955465317
2024/02/05 21:25:31.917,0.045876242220401764
2024/02/05 23:59:59.917,0.02705318294465542
2024/02/06 01:59:59.917,0.022611450403928757
2024/02/06 03:59:59.917,0.015714118257164955
2024/02/06 05:59:59.917,0.03384971618652344
2024/02/06 07:59:59.917,0.0339948907494545
2024/02/06 09:59:59.917,0.025077886879444122
2024/02/06 11:59:59.917,0.026522941887378693
2024/02/06 13:59:59.917,0.021324222907423973
2024/02/06 15:59:59.917,0.029716530814766884
2024/02/06 17:59:59.917,0.03301403298974037
2024/02/06 19:59:59.817,0.014653453603386879
2024/02/06 21:59:59.817,0.021604880690574646
2024/02/06 23:59:59.817,0.0076662213541567326
2024/02/07 01:59:59.817,0.03125300258398056
2024/02/07 03:59:59.817,0.0353192575275898
2024/02/07 05:59:59.817,0.023049453273415565
2024/02/07 07:59:59.817,0.01699620485305786
2024/02/07 09:59:59.817,0.06657164543867111
2024/02/07 11:59:59.817,0.02373507432639599
2024/02/07 13:59:59.817,0.016957014799118042
2024/02/07 15:59:59.817,0.016237566247582436
2024/02/07 17:59:59.817,0.01861807145178318
2024/02/07 19:59:59.817,0.05463419854640961
2024/02/07 21:59:59.817,0.024814549833536148
2024/02/07 23:59:59.817,0.019295306876301765
2024/02/08 01:59:59.817,0.02240036614239216
2024/02/08 03:59:59.817,0.02791786380112171
2024/02/08 05:59:59.817,0.026870058849453926
2024/02/08 07:59:59.817,0.0310842152684927
2024/02/08 09:59:59.817,0.01690206117928028
2024/02/08 11:59:59.817,0.02118244580924511
2024/02/08 13:59:59.817,0.01955096609890461
2024/02/08 15:59:59.817,0.035667456686496735
2024/02/08 17:59:59.817,0.026539135724306107
2024/02/08 19:59:59.817,0.014406145550310612
2024/02/08 21:59:59.817,0.036014579236507416
2024/02/08 23:59:59.817,0.015267458744347095
2024/02/09 01:59:59.817,0.033349256962537766
2024/02/09 03:59:59.817,0.01061879564076662
2024/02/09 05:59:59.817,0.0364796407520771
2024/02/09 07:59:59.717,0.02743559516966343
2024/02/09 09:59:59.717,0.03967076912522316
2024/02/09 11:59:59.718,0.03018793649971485
2024/02/09 13:59:59.717,0.01871410198509693
2024/02/09 15:59:59.717,0.031389761716127396
2024/02/09 17:59:59.717,0.012373826466500759
2024/02/09 19:59:59.717,0.01721397042274475
2024/02/09 21:59:59.717,0.022329803556203842
2024/02/09 23:59:59.717,0.021350089460611343
2024/02/10 01:59:59.717,0.016713682562112808
2024/02/10 03:59:59.717,0.026656728237867355
2024/02/10 05:59:59.717,0.03953535482287407
2024/02/10 07:59:59.717,0.05718816816806793
2024/02/10 09:59:59.717,0.016881583258509636
2024/02/10 11:59:59.717,0.022063836455345154
2024/02/10 13:59:59.717,0.044710591435432434
2024/02/10 15:13:19.717,0.01747797802090645
2024/02/10 17:59:54.317,0.027711201459169388
2024/02/10 19:59:54.717,0.015399208292365074
2024/02/10 21:59:54.717,0.019091857597231865
2024/02/10 23:59:54.717,0.014752931892871857
2024/02/11 01:59:54.717,0.01687798835337162
2024/02/11 03:59:54.717,0.02293538674712181
2024/02/11 05:59:54.717,0.029203440994024277
2024/02/11 07:59:54.717,0.014546952210366726
2024/02/11 09:59:54.717,0.00916900485754013
2024/02/11 11:59:54.625,0.015089922584593296
2024/02/11 13:59:54.625,0.024178767576813698
2024/02/11 15:59:54.625,0.028193099424242973
2024/02/11 17:59:54.628,0.04591216519474983
2024/02/11 19:59:54.628,0.02212253399193287
2024/02/11 21:59:54.630,0.014792732894420624
2024/02/11 23:59:54.629,0.01083324383944273
2024/02/12 01:59:54.630,0.021637776866555214
2024/02/12 03:59:54.624,0.02935773879289627
2024/02/12 05:59:54.628,0.01978789083659649
2024/02/12 07:59:54.627,0.01541923638433218
2024/02/12 09:59:54.625,0.01471466850489378
2024/02/12 11:59:54.627,0.025240669026970863
2024/02/12 13:59:54.625,0.020036552101373672
2024/02/12 15:59:54.626,0.01793874241411686
2024/02/12 17:59:54.626,0.009072443470358849
2024/02/12 19:59:54.625,0.03776146098971367
2024/02/12 21:59:54.626,0.02738448977470398
2024/02/12 23:59:54.625,0.02892507240176201
2024/02/13 01:59:54.624,0.02058647945523262
2024/02/13 03:59:54.625,0.01215286273509264
2024/02/13 05:59:54.625,0.02197587676346302
2024/02/13 07:59:54.632,0.010401071049273014
2024/02/13 09:59:54.630,0.017989471554756165
2024/02/13 11:59:54.625,0.037349600344896317
2024/02/13 13:59:54.625,0.013699879869818687
2024/02/13 15:59:54.625,0.007575131952762604
2024/02/13 17:59:54.625,0.04604506865143776
2024/02/13 19:59:54.625,0.014912955462932587
2024/02/13 21:59:54.625,0.03235727176070213
2024/02/13 23:59:54.625,0.009155741892755032
2024/02/14 01:59:54.630,0.03768104314804077
2024/02/14 03:59:54.625,0.009562200866639614
2024/02/14 05:59:54.517,0.02253413386642933
2024/02/14 07:59:54.517,0.03247823193669319
2024/02/14 09:59:54.517,0.04491643235087395
2024/02/14 11:59:54.517,0.035128649324178696
2024/02/14 13:59:54.517,0.02463371492922306
