Timestamp,SCOP:AMRF:RF01:AI_MEAS1
2024/05/18 06:59:56.098,-0.121
2024/05/18 08:59:59.543,-0.111
2024/05/18 10:59:59.758,-0.133
2024/05/18 12:47:45.937,-0.127
2024/05/18 14:59:54.614,-0.121
2024/05/18 16:59:49.910,-0.127
2024/05/18 18:59:59.556,-0.115
2024/05/18 20:59:54.583,-0.127
2024/05/18 22:59:53.729,-0.127
2024/05/19 00:59:59.603,-0.131
2024/05/19 02:59:56.531,-0.123
2024/05/19 04:59:57.984,-0.125
2024/05/19 06:59:52.412,-0.135
2024/05/19 08:59:51.110,-0.125
2024/05/19 10:58:31.834,-0.119
2024/05/19 12:59:55.983,-0.121
2024/05/19 14:59:59.806,-0.115
2024/05/19 16:59:55.574,-0.129
2024/05/19 18:59:30.971,-0.131
2024/05/19 20:59:59.972,-0.117
2024/05/19 22:59:58.933,-0.119
2024/05/20 00:59:52.114,-0.115
2024/05/20 02:59:51.749,-0.125
2024/05/20 04:59:59.280,-0.109
2024/05/20 06:03:38.022,-0.121
2024/05/20 08:59:58.710,-0.121
2024/05/20 10:59:59.781,-0.117
2024/05/20 12:59:56.526,-0.133
2024/05/20 14:59:53.371,-0.115
2024/05/20 16:37:10.449,-0.119
2024/05/20 18:59:59.684,-0.125
2024/05/20 20:59:59.616,-0.123
2024/05/20 22:59:59.315,-0.129
2024/05/21 00:59:52.057,-0.117
2024/05/21 02:30:39.775,-0.121
2024/05/21 03:04:07.483,-0.125
2024/05/23 20:59:27.248,-0.207
2024/05/23 22:59:57.671,-0.091
2024/05/24 00:59:17.406,-0.095
2024/05/24 02:55:44.457,-0.089
2024/05/24 04:46:10.605,-0.093
2024/05/24 06:48:54.985,-0.087
2024/05/24 08:59:48.923,-0.4309922
2024/05/24 10:59:57.170,-0.087
2024/05/24 12:56:10.811,-0.087
2024/05/24 14:59:57.925,-0.095
2024/05/24 16:59:58.163,-0.083
2024/05/24 18:59:57.823,-0.093
2024/05/24 20:59:58.044,-0.079
2024/05/24 22:59:58.201,-0.089
2024/05/25 00:59:57.653,-0.089
2024/05/25 02:59:57.396,-0.089
2024/05/25 04:59:57.811,-0.087
2024/05/25 06:59:57.870,-0.091
2024/05/25 08:59:58.104,-0.091
2024/05/25 10:59:57.994,-0.091
2024/05/25 12:59:57.091,-0.085
2024/05/25 14:59:57.959,-0.167
2024/05/25 16:59:57.523,-0.093
2024/05/25 18:59:57.901,-0.091
2024/05/25 20:59:57.163,-0.183
2024/05/25 22:59:57.750,-0.087
2024/05/26 00:59:58.165,-0.101
2024/05/26 02:59:58.139,-0.087
2024/05/26 04:59:58.189,-0.089
2024/05/26 06:47:02.272,-0.085
2024/05/26 08:59:57.744,-0.095
2024/05/26 10:59:57.567,-0.089
