Timestamp,YCOR:GUNB:713:BACT
2024/02/02 13:59:52.184,0.0001602774169477446
2024/02/02 15:59:59.178,0.00016016409730905127
2024/02/02 17:59:55.179,0.0001602761803118532
2024/02/02 19:59:50.179,0.00016015489265392433
2024/02/02 21:59:52.185,0.0001602832485571616
2024/02/02 23:59:52.185,0.0001604659402942528
2024/02/03 01:59:58.176,0.0001601450186034562
2024/02/03 03:59:56.179,0.00016028011533694852
2024/02/03 05:59:55.180,0.0001602903844479587
2024/02/03 07:59:51.179,0.00016015873019323696
2024/02/03 09:59:57.186,0.00016042491373135246
2024/02/03 11:59:59.176,0.0001601023022877499
2024/02/03 13:59:59.179,0.0001604566624493595
2024/02/03 15:59:59.179,0.0001604311894315276
2024/02/03 17:59:51.180,0.0001604598250337179
2024/02/03 19:59:49.180,0.00016029172038304032
2024/02/03 21:59:54.176,0.00016022895924813624
2024/02/03 23:59:58.181,0.0001601232347005637
2024/02/04 01:59:53.180,0.0001602488384303149
2024/02/04 03:59:55.176,0.00016044409045758647
2024/02/04 05:59:58.179,0.0001600142765450438
2024/02/04 07:59:56.179,0.00016057910315830343
2024/02/04 09:59:50.179,0.0001601554846654697
2024/02/04 11:59:59.179,0.0001604215562714475
2024/02/04 12:59:59.180,0.00016043574399237555
2024/02/05 09:59:59.682,-0.0000033300668340511996
2024/02/05 11:59:55.680,-0.0000029299870843479387
2024/02/05 13:59:57.683,-0.0000033291162903980555
2024/02/05 15:59:56.680,-0.0000019475100998801565
2024/02/05 17:59:59.682,-0.0000013964290264109812
2024/02/05 19:59:56.680,-0.0000014578161996168586
2024/02/05 21:25:32.680,-0.000001458055991649317
2024/02/05 23:59:55.680,-0.0000014220992259711497
2024/02/06 01:59:59.680,-0.000001458056684952995
2024/02/06 03:59:59.679,-0.0000016206117342596277
2024/02/06 05:59:59.683,-0.0000017212546863420034
2024/02/06 07:59:59.680,-0.000001947500719087939
2024/02/06 09:59:59.682,-0.0000017007858121041773
2024/02/06 11:59:59.682,-0.0000013922563200268308
2024/02/06 13:59:58.683,-0.0000012085985244037777
2024/02/06 15:59:59.680,-0.0000012627510707461672
2024/02/06 17:59:55.680,-0.000001263236877119193
2024/02/06 19:59:59.683,-0.000001359908927069419
2024/02/06 21:59:59.680,-0.0000016195975833774632
2024/02/06 23:59:59.680,-0.0000016206117633267347
2024/02/07 01:59:59.680,-0.000001458056935575413
2024/02/07 03:59:59.680,-0.0000013017008358304202
2024/02/07 05:59:57.681,-0.000001301983063469982
2024/02/07 07:59:59.680,-0.0000014260796790227008
