Timestamp,XCOR:GUNB:293:BACT
2024/02/01 13:59:59.178,0.00014476506313531608
2024/02/01 15:59:52.183,0.00014482986614653155
2024/02/01 17:59:50.172,0.00014482569640049227
2024/02/01 19:59:56.177,0.0001446162729911592
2024/02/01 21:59:51.173,0.00014472753919227374
2024/02/01 23:59:59.178,0.00014494375408643338
2024/02/02 01:59:57.185,0.00014463132100502404
2024/02/02 03:59:59.179,0.0001445838880373768
2024/02/02 05:59:59.178,0.00014445299934152082
2024/02/02 07:59:54.173,0.00014466593842444266
2024/02/02 09:59:59.179,0.00014474022569358345
2024/02/02 11:59:59.178,0.00014473648020323052
2024/02/02 13:59:56.178,0.0001446436936158153
2024/02/02 15:59:48.177,0.00014447892962084484
2024/02/02 17:59:59.178,0.00014475781913445107
2024/02/02 19:59:55.175,0.00014473954119564248
2024/02/02 21:59:57.184,0.00014467061883612675
2024/02/02 23:59:56.178,0.000144644300049428
2024/02/03 01:59:59.178,0.00014476032950119387
2024/02/03 03:59:59.178,0.00014449166170105743
2024/02/03 05:59:59.173,0.00014488007770738388
2024/02/03 07:59:55.179,0.00014476185985633794
2024/02/03 09:59:59.178,0.00014458928131804813
2024/02/03 11:59:59.178,0.0001445510251851028
2024/02/03 13:59:51.179,0.0001448006568893207
2024/02/03 15:59:53.179,0.00014482799375866435
2024/02/03 17:59:55.178,0.00014457460749052808
2024/02/03 19:59:54.172,0.00014470824262008937
2024/02/03 21:59:58.179,0.00014460892634600227
2024/02/03 23:59:59.178,0.00014459392565869915
2024/02/04 01:59:58.177,0.00014470574825152223
2024/02/04 03:59:59.173,0.00014494281775139534
2024/02/04 05:59:59.179,0.00014474796626062045
2024/02/04 07:59:59.178,0.00014494943016780772
2024/02/04 09:59:54.173,0.00014481791988457562
2024/02/04 11:59:59.178,0.000145025052607925
2024/02/04 13:59:56.172,0.0001447589308396812
2024/02/05 09:59:59.682,0.00001219009838804287
2024/02/05 11:59:58.678,0.000011953123804470655
2024/02/05 13:59:59.678,0.000012311425086075616
2024/02/05 15:59:59.682,0.000011521640333672603
2024/02/05 17:59:59.678,0.000011299409568863138
2024/02/05 19:59:57.678,0.000011299377887891188
2024/02/05 21:25:32.678,0.000011301279168647084
2024/02/05 23:59:58.678,0.00001129937794602136
2024/02/06 01:59:53.681,0.000011380528192339238
2024/02/06 03:59:59.677,0.000011299377887891217
2024/02/06 05:59:56.678,0.000011461673944702163
2024/02/06 07:59:59.677,0.000011477327638534772
2024/02/06 09:59:54.678,0.000011309021221699441
2024/02/06 11:59:59.678,0.000011299377885995361
