Timestamp,BPMS:L0B:0183:FW:X_SLOW,SCOP:AMRF:RF03:AI_MEAS4,SCOP:AMRF:RF01:AI_MEAS1,SCOP:AMRF:RF01:AI_MEAS1,TORO:GUNB:360:CHRG,TORO:GUNB:360:CHRG,TORO:GUNB:360:CHRG,BPMS:GUNB:925:FW:X_SLOW,BPMS:GUNB:925:FW:X_SLOW
2024/05/19 21:55:24.109,0.117828369140625,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:55:24.207,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.1765008544921875,-0.1765008544921875
2024/05/19 21:55:24.649,N/A,N/A,-0.115,-0.115,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:55:27.695,N/A,N/A,-0.121,-0.121,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:55:28.279,N/A,N/A,N/A,N/A,53.854549407958984,53.854549407958984,53.854549407958984,N/A,N/A
2024/05/19 21:55:29.107,0.224945068359375,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:55:29.303,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.21082046508789062,-0.21082046508789062
2024/05/19 21:55:29.912,N/A,-0.107,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:55:32.940,N/A,-0.107,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:55:33.125,0.124969482421875,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:55:34.301,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.19744918823242188,-0.19744918823242188
2024/05/19 21:55:39.103,0.098785400390625,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:55:39.299,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.19254638671875002,-0.19254638671875002
2024/05/19 21:55:39.985,N/A,N/A,-0.119,-0.119,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:55:42.975,N/A,N/A,-0.127,-0.127,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:55:44.101,-0.0315399169921875,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:55:44.297,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.12569000244140624,-0.12569000244140624
2024/05/19 21:55:44.700,N/A,-0.121,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:55:47.879,N/A,N/A,N/A,N/A,57.12944412231445,57.12944412231445,57.12944412231445,N/A,N/A
2024/05/19 21:55:48.217,N/A,-0.111,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:55:49.099,0.074981689453125,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:55:49.295,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.17026092529296877,-0.17026092529296877
2024/05/19 21:55:54.097,0.1660308837890625,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:55:54.293,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.2669798278808594,-0.2669798278808594
2024/05/19 21:55:54.579,N/A,N/A,-0.113,-0.113,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:55:57.615,N/A,N/A,-0.125,-0.125,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:55:57.679,N/A,N/A,N/A,N/A,61.25056838989258,61.25056838989258,61.25056838989258,N/A,N/A
2024/05/19 21:55:59.095,0.06903076171875,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:55:59.291,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.12925567626953124,-0.12925567626953124
2024/05/19 21:55:59.927,N/A,-0.121,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:56:03.898,N/A,-0.115,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:56:04.093,0.0720062255859375,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:56:04.289,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.13059280395507813,-0.13059280395507813
2024/05/19 21:56:07.479,N/A,N/A,N/A,N/A,54.160762786865234,54.160762786865234,54.160762786865234,N/A,N/A
2024/05/19 21:56:09.091,0.1208038330078125,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:56:09.287,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.16669525146484376,-0.16669525146484376
2024/05/19 21:56:09.827,N/A,N/A,-0.121,-0.121,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:56:13.325,N/A,N/A,-0.109,-0.109,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:56:14.089,0.0874786376953125,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:56:14.285,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.217506103515625,-0.217506103515625
2024/05/19 21:56:14.699,N/A,-0.111,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:56:17.279,N/A,N/A,N/A,N/A,54.529380798339844,54.529380798339844,54.529380798339844,N/A,N/A
2024/05/19 21:56:18.185,N/A,-0.117,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:56:19.087,0.0910491943359375,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:56:19.283,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.2014605712890625,-0.2014605712890625
2024/05/19 21:56:24.085,0.139251708984375,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:56:24.281,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.18274078369140626,-0.18274078369140626
2024/05/19 21:56:24.595,N/A,N/A,-0.125,-0.125,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:56:27.107,N/A,N/A,N/A,N/A,56.089820861816406,56.089820861816406,56.089820861816406,N/A,N/A
2024/05/19 21:56:28.103,0.1338958740234375,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:56:29.065,N/A,N/A,-0.119,-0.119,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:56:29.279,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.22107177734375,-0.22107177734375
2024/05/19 21:56:29.563,N/A,-0.109,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:56:34.013,N/A,-0.119,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:56:34.081,0.0523681640625,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:56:34.277,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.14530120849609376,-0.14530120849609376
2024/05/19 21:56:36.879,N/A,N/A,N/A,N/A,54.07716369628906,54.07716369628906,54.07716369628906,N/A,N/A
2024/05/19 21:56:39.177,-0.0172576904296875,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:56:39.275,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.15376968383789064,-0.15376968383789064
2024/05/19 21:56:39.962,N/A,N/A,-0.125,-0.125,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:56:43.851,N/A,N/A,-0.119,-0.119,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:56:44.175,0.1874542236328125,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:56:44.205,N/A,-0.113,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:56:44.273,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.19834060668945314,-0.19834060668945314
2024/05/19 21:56:49.173,0.1017608642578125,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:56:49.271,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.24514007568359375,-0.24514007568359375
2024/05/19 21:56:49.674,N/A,-0.107,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:56:54.171,0.2374420166015625,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:56:54.269,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.17115234375,-0.17115234375
2024/05/19 21:56:54.720,N/A,N/A,-0.109,-0.109,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:56:56.479,N/A,N/A,N/A,N/A,53.958946228027344,53.958946228027344,53.958946228027344,N/A,N/A
2024/05/19 21:56:59.071,N/A,-0.113,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:56:59.169,0.151153564453125,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:56:59.257,N/A,N/A,-0.117,-0.117,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:56:59.267,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.15376968383789064,-0.15376968383789064
2024/05/19 21:57:04.167,0.2267303466796875,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:57:04.265,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.21171188354492188,-0.21171188354492188
2024/05/19 21:57:04.981,N/A,-0.113,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:57:06.279,N/A,N/A,N/A,N/A,52.96876525878906,52.96876525878906,52.96876525878906,N/A,N/A
2024/05/19 21:57:09.165,0.0970001220703125,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:57:09.263,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.16758666992187501,-0.16758666992187501
2024/05/19 21:57:09.979,N/A,N/A,-0.117,-0.117,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:57:13.500,N/A,N/A,-0.111,-0.111,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:57:14.163,0.086883544921875,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:57:14.261,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.20591766357421876,-0.20591766357421876
2024/05/19 21:57:14.821,N/A,-0.113,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:57:16.098,N/A,N/A,N/A,N/A,52.67376708984375,52.67376708984375,52.67376708984375,N/A,N/A
2024/05/19 21:57:19.161,0.0803375244140625,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:57:19.259,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.17828369140625,-0.17828369140625
2024/05/19 21:57:19.779,N/A,-0.113,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:57:20.269,N/A,-0.105,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:57:24.032,N/A,N/A,-0.125,-0.125,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:57:24.159,0.246368408203125,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:57:24.257,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.1658038330078125,-0.1658038330078125
2024/05/19 21:57:25.879,N/A,N/A,N/A,N/A,54.54973602294922,54.54973602294922,54.54973602294922,N/A,N/A
2024/05/19 21:57:29.149,N/A,-0.113,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:57:29.157,0.091644287109375,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:57:29.255,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.124798583984375,-0.124798583984375
2024/05/19 21:57:29.511,N/A,N/A,-0.129,-0.129,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:57:34.136,N/A,-0.113,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:57:34.155,0.077362060546875,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:57:34.253,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.139061279296875,-0.139061279296875
2024/05/19 21:57:35.106,N/A,-0.117,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:57:35.679,N/A,N/A,N/A,N/A,53.56468200683594,53.56468200683594,53.56468200683594,N/A,N/A
2024/05/19 21:57:39.153,0.072601318359375,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:57:39.251,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.15733535766601564,-0.15733535766601564
2024/05/19 21:57:39.978,N/A,N/A,-0.113,-0.113,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:57:44.151,0.1731719970703125,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:57:44.249,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.24291152954101564,-0.24291152954101564
2024/05/19 21:57:44.301,N/A,N/A,-0.121,-0.121,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:57:44.965,N/A,-0.113,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:57:45.479,N/A,N/A,N/A,N/A,57.039756774902344,57.039756774902344,57.039756774902344,N/A,N/A
2024/05/19 21:57:49.149,0.132110595703125,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:57:49.247,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.22018035888671875,-0.22018035888671875
2024/05/19 21:57:49.312,N/A,-0.107,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:57:50.286,N/A,-0.113,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:57:54.147,0.1398468017578125,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:57:54.245,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.18496932983398437,-0.18496932983398437
2024/05/19 21:57:54.745,N/A,N/A,-0.121,-0.121,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:57:55.279,N/A,N/A,N/A,N/A,57.563480377197266,57.563480377197266,57.563480377197266,N/A,N/A
2024/05/19 21:57:59.145,0.1850738525390625,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:57:59.214,N/A,N/A,-0.127,-0.127,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:57:59.243,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.19700347900390625,-0.19700347900390625
2024/05/19 21:57:59.983,N/A,-0.109,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:58:04.143,0.1469879150390625,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:58:04.241,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.21884323120117188,-0.21884323120117188
2024/05/19 21:58:04.437,N/A,-0.109,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:58:05.101,N/A,N/A,N/A,N/A,53.49763107299805,53.49763107299805,53.49763107299805,N/A,N/A
2024/05/19 21:58:09.141,0.220184326171875,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:58:09.239,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.15243255615234375,-0.15243255615234375
2024/05/19 21:58:09.554,N/A,N/A,-0.125,-0.125,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:58:14.139,0.1981658935546875,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:58:14.237,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.16090103149414062,-0.16090103149414062
2024/05/19 21:58:14.554,N/A,N/A,-0.117,-0.117,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:58:14.943,N/A,-0.111,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:58:19.137,0.170196533203125,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:58:19.235,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.21082046508789062,-0.21082046508789062
2024/05/19 21:58:19.421,N/A,-0.117,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:58:20.373,N/A,-0.115,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:58:24.135,0.10711669921875,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:58:24.233,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.2224089050292969,-0.2224089050292969
2024/05/19 21:58:24.528,N/A,N/A,-0.103,-0.103,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:58:24.679,N/A,N/A,N/A,N/A,52.69087600708008,52.69087600708008,52.69087600708008,N/A,N/A
2024/05/19 21:58:29.133,0.144012451171875,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:58:29.231,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.18675216674804687,-0.18675216674804687
2024/05/19 21:58:29.539,N/A,N/A,-0.129,-0.129,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:58:29.702,N/A,-0.119,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:58:34.131,0.0446319580078125,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:58:34.229,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.12390716552734375,-0.12390716552734375
2024/05/19 21:58:34.479,N/A,N/A,N/A,N/A,59.035945892333984,59.035945892333984,59.035945892333984,N/A,N/A
2024/05/19 21:58:34.660,N/A,-0.113,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:58:35.621,N/A,-0.119,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:58:39.129,0.215423583984375,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:58:39.227,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.21260330200195313,-0.21260330200195313
2024/05/19 21:58:44.127,0.1350860595703125,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:58:44.225,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.23488876342773438,-0.23488876342773438
2024/05/19 21:58:44.279,N/A,N/A,N/A,N/A,53.608238220214844,53.608238220214844,53.608238220214844,N/A,N/A
2024/05/19 21:58:44.990,N/A,N/A,-0.123,-0.123,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:58:49.125,0.213043212890625,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:58:49.223,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.203243408203125,-0.203243408203125
2024/05/19 21:58:49.684,N/A,-0.113,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:58:50.673,N/A,-0.111,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:58:53.241,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.1800665283203125,-0.1800665283203125
2024/05/19 21:58:54.103,N/A,N/A,N/A,N/A,59.298458099365234,59.298458099365234,59.298458099365234,N/A,N/A
2024/05/19 21:58:54.123,0.094024658203125,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:58:54.878,N/A,N/A,-0.127,-0.127,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:58:59.121,0.06427001953125,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:58:59.219,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.16179244995117187,-0.16179244995117187
2024/05/19 21:58:59.543,N/A,-0.111,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:58:59.896,N/A,N/A,-0.123,-0.123,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:59:00.398,N/A,N/A,-0.111,-0.111,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:59:03.879,N/A,N/A,N/A,N/A,53.81344985961914,53.81344985961914,53.81344985961914,N/A,N/A
2024/05/19 21:59:04.119,0.19757080078125,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:59:04.217,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.20948333740234376,-0.20948333740234376
2024/05/19 21:59:04.973,N/A,-0.115,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:59:06.011,N/A,-0.113,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:59:09.117,0.0958099365234375,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:59:09.215,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.14663833618164063,-0.14663833618164063
2024/05/19 21:59:09.738,N/A,N/A,-0.127,-0.127,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:59:13.679,N/A,N/A,N/A,N/A,54.801361083984375,54.801361083984375,54.801361083984375,N/A,N/A
2024/05/19 21:59:14.115,0.0993804931640625,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:59:14.145,N/A,N/A,-0.123,-0.123,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:59:14.213,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.2228546142578125,-0.2228546142578125
2024/05/19 21:59:15.665,N/A,N/A,-0.129,-0.129,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:59:19.113,0.148773193359375,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:59:19.211,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.1800665283203125,-0.1800665283203125
2024/05/19 21:59:19.702,N/A,-0.117,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:59:21.655,N/A,-0.115,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:59:24.111,0.115447998046875,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:59:24.209,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.1765008544921875,-0.1765008544921875
2024/05/19 21:59:29.109,0.1315155029296875,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:59:29.207,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.21171188354492188,-0.21171188354492188
2024/05/19 21:59:29.589,N/A,N/A,-0.115,-0.115,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:59:31.080,N/A,N/A,-0.127,-0.127,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:59:33.279,N/A,N/A,N/A,N/A,51.72270202636719,51.72270202636719,51.72270202636719,N/A,N/A
2024/05/19 21:59:34.107,0.141632080078125,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:59:34.303,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.22731170654296876,-0.22731170654296876
2024/05/19 21:59:34.451,N/A,-0.109,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:59:36.989,N/A,-0.113,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:59:39.105,0.2172088623046875,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:59:39.301,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.21661468505859377,-0.21661468505859377
2024/05/19 21:59:43.094,N/A,N/A,N/A,N/A,59.16996765136719,59.16996765136719,59.16996765136719,N/A,N/A
2024/05/19 21:59:43.973,N/A,N/A,-0.119,-0.119,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:59:44.103,-0.0005950927734375,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:59:44.299,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.15733535766601564,-0.15733535766601564
2024/05/19 21:59:46.437,N/A,N/A,-0.121,-0.121,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:59:49.101,0.1112823486328125,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:59:49.297,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.21527755737304688,-0.21527755737304688
2024/05/19 21:59:49.739,N/A,-0.113,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:59:52.179,N/A,-0.113,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:59:52.879,N/A,N/A,N/A,N/A,57.9188346862793,57.9188346862793,57.9188346862793,N/A,N/A
2024/05/19 21:59:54.099,0.1493682861328125,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:59:54.295,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.21126617431640626,-0.21126617431640626
2024/05/19 21:59:59.097,0.203521728515625,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 21:59:59.293,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.13460418701171875,-0.13460418701171875
2024/05/19 21:59:59.813,N/A,N/A,-0.133,-0.133,N/A,N/A,N/A,N/A,N/A
2024/05/19 22:00:01.322,N/A,N/A,-0.103,-0.103,N/A,N/A,N/A,N/A,N/A
2024/05/19 22:00:02.679,N/A,N/A,N/A,N/A,54.88119125366211,54.88119125366211,54.88119125366211,N/A,N/A
2024/05/19 22:00:04.095,0.0755767822265625,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 22:00:04.291,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.17338088989257813,-0.17338088989257813
2024/05/19 22:00:04.516,N/A,-0.113,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 22:00:09.093,0.108306884765625,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 22:00:09.289,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.17382659912109374,-0.17382659912109374
2024/05/19 22:00:09.750,N/A,N/A,-0.125,-0.125,N/A,N/A,N/A,N/A,N/A
2024/05/19 22:00:09.878,N/A,-0.119,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 22:00:12.479,N/A,N/A,N/A,N/A,59.95823669433594,59.95823669433594,59.95823669433594,N/A,N/A
2024/05/19 22:00:14.091,0.0731964111328125,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 22:00:14.287,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.13594131469726564,-0.13594131469726564
2024/05/19 22:00:14.728,N/A,N/A,-0.125,-0.125,N/A,N/A,N/A,N/A,N/A
2024/05/19 22:00:14.769,N/A,-0.117,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 22:00:19.089,0.05474853515625,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 22:00:19.285,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.16714096069335938,-0.16714096069335938
2024/05/19 22:00:19.609,N/A,N/A,-0.121,-0.121,N/A,N/A,N/A,N/A,N/A
2024/05/19 22:00:19.706,N/A,-0.113,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 22:00:22.279,N/A,N/A,N/A,N/A,55.60011291503906,55.60011291503906,55.60011291503906,N/A,N/A
2024/05/19 22:00:24.087,0.0981903076171875,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 22:00:24.283,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.17917510986328125,-0.17917510986328125
2024/05/19 22:00:24.548,N/A,-0.113,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 22:00:24.569,N/A,N/A,-0.123,-0.123,N/A,N/A,N/A,N/A,N/A
2024/05/19 22:00:29.085,0.104736328125,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/05/19 22:00:29.281,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.14931259155273438,-0.14931259155273438
2024/05/19 22:00:29.614,N/A,-0.109,N/A,N/A,N/A,N/A,N/A,N/A,N/A
