Timestamp,SCOP:AMRF:RF01:AI_MEAS1,SCOP:AMRF:RF03:AI_MEAS4,SCOP:AMRF:RF03:AI_MEAS4,SCOP:AMRF:RF03:AI_MEAS1,SCOP:AMRF:RF01:AI_MEAS4,SCOP:AMRF:RF01:AI_MEAS2,SCOP:AMRF:RF01:AI_MEAS3,SCOP:AMRF:RF03:AI_MEAS2,SCOP:AMRF:RF03:AI_MEAS3
2024/04/01 14:12:05.639,N/A,N/A,N/A,-0.047,N/A,N/A,N/A,N/A,-0.013
2024/04/01 14:12:06.766,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.023,-0.011
2024/04/01 14:12:07.330,N/A,N/A,N/A,-0.045,N/A,N/A,N/A,-0.021,-0.013
2024/04/01 14:12:07.359,N/A,N/A,N/A,N/A,-0.085,N/A,N/A,N/A,N/A
2024/04/01 14:12:07.893,N/A,-0.007,-0.007,N/A,N/A,N/A,N/A,-0.023,N/A
2024/04/01 14:12:07.917,-0.093,N/A,N/A,N/A,N/A,-0.177,N/A,N/A,N/A
2024/04/01 14:12:08.437,N/A,-0.005,-0.005,-0.047,N/A,N/A,N/A,-0.021,N/A
2024/04/01 14:12:08.483,-0.087,N/A,N/A,N/A,-0.101,-0.169,-0.231,N/A,N/A
2024/04/01 14:12:08.982,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.023,N/A
2024/04/01 14:12:09.035,-0.095,N/A,N/A,N/A,-0.089,-0.181,-0.229,N/A,N/A
2024/04/01 14:12:09.513,N/A,N/A,N/A,-0.045,N/A,N/A,N/A,-0.021,-0.011
2024/04/01 14:12:09.615,-0.093,N/A,N/A,N/A,-0.085,N/A,-0.225,N/A,N/A
2024/04/01 14:12:10.060,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.025,N/A
2024/04/01 14:12:10.199,-0.089,N/A,N/A,N/A,-0.083,-0.175,-0.217,N/A,N/A
2024/04/01 14:12:10.647,N/A,N/A,N/A,-0.047,N/A,N/A,N/A,-0.021,-0.013
2024/04/01 14:12:10.788,-0.091,N/A,N/A,N/A,-0.087,-0.177,-0.227,N/A,N/A
2024/04/01 14:12:11.250,N/A,-0.007,-0.007,N/A,N/A,N/A,N/A,N/A,-0.011
2024/04/01 14:12:11.348,-0.093,N/A,N/A,N/A,-0.081,-0.179,-0.221,N/A,N/A
2024/04/01 14:12:11.814,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.023,-0.013
2024/04/01 14:12:11.895,N/A,N/A,N/A,N/A,-0.085,N/A,-0.225,N/A,N/A
2024/04/01 14:12:12.369,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.021,N/A
2024/04/01 14:12:12.427,-0.095,N/A,N/A,N/A,-0.081,-0.181,-0.223,N/A,N/A
2024/04/01 14:12:12.901,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.011
2024/04/01 14:12:12.987,-0.093,N/A,N/A,N/A,N/A,-0.177,-0.221,N/A,N/A
2024/04/01 14:12:13.463,N/A,N/A,N/A,-0.045,N/A,N/A,N/A,N/A,N/A
2024/04/01 14:12:13.543,-0.095,N/A,N/A,N/A,-0.083,-0.183,-0.225,N/A,N/A
2024/04/01 14:12:14.006,N/A,-0.005,-0.005,-0.047,N/A,N/A,N/A,N/A,-0.013
2024/04/01 14:12:14.106,N/A,N/A,N/A,N/A,N/A,-0.179,N/A,N/A,N/A
2024/04/01 14:12:14.599,N/A,-0.007,-0.007,-0.045,N/A,N/A,N/A,N/A,-0.011
2024/04/01 14:12:14.652,-0.091,N/A,N/A,N/A,-0.091,-0.175,-0.227,N/A,N/A
2024/04/01 14:12:15.144,N/A,-0.005,-0.005,N/A,N/A,N/A,N/A,N/A,-0.013
2024/04/01 14:12:15.712,N/A,-0.007,-0.007,-0.047,N/A,N/A,N/A,N/A,N/A
2024/04/01 14:12:16.313,N/A,N/A,N/A,-0.045,N/A,N/A,N/A,N/A,-0.011
2024/04/01 14:12:16.823,N/A,-0.005,-0.005,N/A,N/A,N/A,N/A,N/A,N/A
2024/04/01 14:12:17.382,N/A,-0.007,-0.007,N/A,N/A,N/A,N/A,-0.023,N/A
2024/04/01 14:12:17.496,-0.091,N/A,N/A,N/A,-0.089,N/A,N/A,N/A,N/A
2024/04/01 14:12:17.918,N/A,-0.005,-0.005,N/A,N/A,N/A,N/A,N/A,-0.013
2024/04/01 14:12:18.058,-0.089,N/A,N/A,N/A,-0.091,N/A,N/A,N/A,N/A
2024/04/01 14:12:18.650,-0.097,N/A,N/A,N/A,-0.081,-0.185,-0.225,N/A,N/A
2024/04/01 14:12:19.034,N/A,N/A,N/A,-0.047,N/A,N/A,N/A,-0.021,-0.011
2024/04/01 14:12:19.208,-0.095,N/A,N/A,N/A,-0.083,-0.181,-0.227,N/A,N/A
2024/04/01 14:12:19.583,N/A,-0.007,-0.007,N/A,N/A,N/A,N/A,N/A,-0.013
2024/04/01 14:12:19.777,N/A,N/A,N/A,N/A,N/A,N/A,-0.225,N/A,N/A
2024/04/01 14:12:20.146,N/A,-0.005,-0.005,N/A,N/A,N/A,N/A,N/A,-0.011
2024/04/01 14:12:20.337,N/A,N/A,N/A,N/A,-0.081,-0.183,-0.223,N/A,N/A
2024/04/01 14:12:20.712,N/A,-0.007,-0.007,N/A,N/A,N/A,N/A,N/A,N/A
2024/04/01 14:12:20.963,-0.089,N/A,N/A,N/A,-0.089,-0.175,-0.227,N/A,N/A
2024/04/01 14:12:21.356,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.023,N/A
2024/04/01 14:12:21.545,-0.095,N/A,N/A,N/A,-0.083,-0.179,-0.223,N/A,N/A
2024/04/01 14:12:21.907,N/A,-0.005,-0.005,N/A,N/A,N/A,N/A,N/A,N/A
2024/04/01 14:12:22.127,-0.091,N/A,N/A,N/A,-0.089,-0.175,-0.225,N/A,N/A
2024/04/01 14:12:22.445,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.021,N/A
2024/04/01 14:12:22.701,N/A,N/A,N/A,N/A,N/A,-0.177,-0.227,N/A,N/A
2024/04/01 14:12:23.260,-0.095,N/A,N/A,N/A,-0.081,-0.183,-0.223,N/A,N/A
2024/04/01 14:12:23.552,N/A,-0.007,-0.007,N/A,N/A,N/A,N/A,N/A,-0.013
2024/04/01 14:12:23.818,-0.091,N/A,N/A,N/A,-0.083,-0.177,-0.225,N/A,N/A
2024/04/01 14:12:24.115,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.023,N/A
2024/04/01 14:12:24.367,-0.095,N/A,N/A,N/A,N/A,-0.181,N/A,N/A,N/A
2024/04/01 14:12:24.927,-0.097,N/A,N/A,N/A,-0.081,-0.183,-0.223,N/A,N/A
2024/04/01 14:12:25.838,N/A,N/A,N/A,-0.045,N/A,N/A,N/A,-0.021,-0.011
2024/04/01 14:12:26.385,N/A,-0.005,-0.005,-0.047,N/A,N/A,N/A,-0.023,-0.013
2024/04/01 14:12:26.930,N/A,-0.007,-0.007,N/A,N/A,N/A,N/A,N/A,-0.011
2024/04/01 14:12:27.154,-0.093,N/A,N/A,N/A,-0.081,N/A,N/A,N/A,N/A
2024/04/01 14:12:27.494,N/A,-0.005,-0.005,N/A,N/A,N/A,N/A,N/A,-0.013
2024/04/01 14:12:27.731,N/A,N/A,N/A,N/A,-0.083,N/A,-0.225,N/A,N/A
2024/04/01 14:12:28.049,N/A,-0.007,-0.007,N/A,N/A,N/A,N/A,N/A,-0.011
2024/04/01 14:12:28.274,N/A,N/A,N/A,N/A,-0.081,N/A,-0.221,N/A,N/A
2024/04/01 14:12:28.609,N/A,-0.005,-0.005,N/A,N/A,N/A,N/A,-0.021,-0.013
2024/04/01 14:12:28.852,-0.089,N/A,N/A,N/A,-0.093,-0.171,-0.231,N/A,N/A
2024/04/01 14:12:29.157,N/A,-0.007,-0.007,N/A,N/A,N/A,N/A,-0.023,N/A
2024/04/01 14:12:29.409,-0.095,N/A,N/A,N/A,-0.087,-0.185,-0.233,N/A,N/A
2024/04/01 14:12:29.968,-0.097,N/A,N/A,N/A,-0.081,-0.181,-0.225,N/A,N/A
2024/04/01 14:12:30.532,-0.095,N/A,N/A,N/A,N/A,-0.185,-0.223,N/A,N/A
2024/04/01 14:12:30.836,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.021,-0.011
2024/04/01 14:12:31.143,-0.093,N/A,N/A,N/A,N/A,-0.181,N/A,N/A,N/A
2024/04/01 14:12:31.394,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.013
2024/04/01 14:12:31.717,N/A,N/A,N/A,N/A,-0.091,-0.179,-0.231,N/A,N/A
2024/04/01 14:12:31.941,N/A,-0.005,-0.005,-0.045,N/A,N/A,N/A,N/A,N/A
2024/04/01 14:12:32.276,-0.091,N/A,N/A,N/A,N/A,-0.175,-0.229,N/A,N/A
2024/04/01 14:12:32.828,-0.093,N/A,N/A,N/A,-0.085,-0.177,-0.225,N/A,N/A
2024/04/01 14:12:33.661,N/A,N/A,N/A,-0.047,N/A,N/A,N/A,N/A,-0.011
2024/04/01 14:12:33.932,-0.095,N/A,N/A,N/A,-0.083,-0.181,N/A,N/A,N/A
2024/04/01 14:12:34.206,N/A,-0.007,-0.007,-0.045,N/A,N/A,N/A,-0.023,N/A
2024/04/01 14:12:34.531,-0.093,N/A,N/A,N/A,-0.087,-0.179,-0.227,N/A,N/A
2024/04/01 14:12:34.784,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.021,-0.013
2024/04/01 14:12:35.090,-0.099,N/A,N/A,N/A,-0.083,-0.189,-0.229,N/A,N/A
2024/04/01 14:12:35.345,N/A,N/A,N/A,-0.047,N/A,N/A,N/A,-0.023,N/A
2024/04/01 14:12:35.944,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.021,-0.011
2024/04/01 14:12:36.462,N/A,-0.005,-0.005,N/A,N/A,N/A,N/A,-0.023,N/A
2024/04/01 14:12:36.827,N/A,N/A,N/A,N/A,-0.081,-0.183,N/A,N/A,N/A
2024/04/01 14:12:37.011,N/A,-0.007,-0.007,-0.045,N/A,N/A,N/A,-0.021,-0.013
2024/04/01 14:12:37.390,N/A,N/A,N/A,N/A,-0.087,-0.177,N/A,N/A,N/A
2024/04/01 14:12:37.542,N/A,N/A,N/A,-0.047,N/A,N/A,N/A,N/A,-0.011
2024/04/01 14:12:37.933,N/A,N/A,N/A,N/A,N/A,-0.181,N/A,N/A,N/A
2024/04/01 14:12:38.087,N/A,-0.005,-0.005,-0.045,N/A,N/A,N/A,-0.023,-0.013
2024/04/01 14:12:38.515,-0.091,N/A,N/A,N/A,-0.089,-0.177,N/A,N/A,N/A
2024/04/01 14:12:38.619,N/A,-0.007,-0.007,-0.047,N/A,N/A,N/A,N/A,N/A
2024/04/01 14:12:39.079,-0.097,N/A,N/A,N/A,-0.085,-0.185,N/A,N/A,N/A
2024/04/01 14:12:39.181,N/A,-0.005,-0.005,N/A,N/A,N/A,N/A,-0.023,N/A
2024/04/01 14:12:39.657,-0.093,N/A,N/A,N/A,N/A,-0.181,-0.227,N/A,N/A
2024/04/01 14:12:39.766,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.011
2024/04/01 14:12:40.211,-0.095,N/A,N/A,N/A,N/A,N/A,-0.229,N/A,N/A
2024/04/01 14:12:40.334,N/A,-0.007,-0.007,-0.045,N/A,N/A,N/A,N/A,N/A
2024/04/01 14:12:40.808,-0.093,N/A,N/A,N/A,N/A,-0.179,-0.225,N/A,N/A
2024/04/01 14:12:40.956,N/A,-0.005,-0.005,-0.047,N/A,N/A,N/A,N/A,-0.013
2024/04/01 14:12:41.390,-0.089,N/A,N/A,N/A,-0.093,-0.175,-0.229,N/A,N/A
2024/04/01 14:12:41.506,N/A,-0.007,-0.007,N/A,N/A,N/A,N/A,-0.021,-0.011
2024/04/01 14:12:41.951,-0.093,N/A,N/A,N/A,-0.095,-0.181,-0.233,N/A,N/A
2024/04/01 14:12:42.046,N/A,-0.005,-0.005,N/A,N/A,N/A,N/A,N/A,-0.013
2024/04/01 14:12:42.512,-0.095,N/A,N/A,N/A,-0.085,N/A,-0.225,N/A,N/A
2024/04/01 14:12:42.624,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.023,-0.011
2024/04/01 14:12:43.064,N/A,N/A,N/A,N/A,N/A,N/A,-0.229,N/A,N/A
2024/04/01 14:12:43.169,N/A,-0.007,-0.007,N/A,N/A,N/A,N/A,-0.021,N/A
2024/04/01 14:12:43.606,-0.093,N/A,N/A,N/A,-0.087,N/A,-0.231,N/A,N/A
2024/04/01 14:12:43.752,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.023,N/A
2024/04/01 14:12:44.162,-0.091,N/A,N/A,N/A,-0.085,-0.177,-0.227,N/A,N/A
2024/04/01 14:12:44.302,N/A,-0.005,-0.005,N/A,N/A,N/A,N/A,-0.021,-0.013
2024/04/01 14:12:44.713,-0.095,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/04/01 14:12:44.714,N/A,N/A,N/A,N/A,-0.081,-0.183,-0.221,N/A,N/A
2024/04/01 14:12:44.882,N/A,N/A,N/A,-0.045,N/A,N/A,N/A,-0.023,N/A
2024/04/01 14:12:45.320,-0.091,N/A,N/A,N/A,-0.089,N/A,-0.229,N/A,N/A
2024/04/01 14:12:45.422,N/A,-0.007,-0.007,N/A,N/A,N/A,N/A,N/A,-0.011
2024/04/01 14:12:45.914,-0.095,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/04/01 14:12:45.999,N/A,N/A,N/A,-0.047,N/A,N/A,N/A,-0.021,-0.013
2024/04/01 14:12:46.458,-0.091,N/A,N/A,N/A,N/A,-0.175,N/A,N/A,N/A
2024/04/01 14:12:47.018,-0.093,N/A,N/A,N/A,N/A,-0.179,N/A,N/A,N/A
2024/04/01 14:12:47.132,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.025,N/A
2024/04/01 14:12:47.582,N/A,N/A,N/A,N/A,-0.083,-0.181,N/A,N/A,N/A
2024/04/01 14:12:47.691,N/A,-0.005,-0.005,N/A,N/A,N/A,N/A,-0.023,N/A
2024/04/01 14:12:48.124,N/A,N/A,N/A,N/A,-0.085,N/A,N/A,N/A,N/A
2024/04/01 14:12:48.252,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.021,-0.011
2024/04/01 14:12:48.687,-0.091,N/A,N/A,N/A,-0.089,-0.175,N/A,N/A,N/A
2024/04/01 14:12:48.783,N/A,N/A,N/A,-0.045,N/A,N/A,N/A,N/A,N/A
2024/04/01 14:12:49.273,N/A,N/A,N/A,N/A,-0.087,N/A,-0.225,N/A,N/A
2024/04/01 14:12:49.359,N/A,N/A,N/A,-0.047,N/A,N/A,N/A,-0.023,-0.013
2024/04/01 14:12:49.836,N/A,N/A,N/A,N/A,-0.085,N/A,-0.221,N/A,N/A
2024/04/01 14:12:49.902,N/A,-0.007,-0.007,-0.045,N/A,N/A,N/A,-0.021,N/A
2024/04/01 14:12:50.417,-0.093,N/A,N/A,N/A,N/A,-0.181,-0.227,N/A,N/A
2024/04/01 14:12:50.450,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.023,-0.011
2024/04/01 14:12:51.012,N/A,N/A,N/A,N/A,-0.083,-0.179,-0.223,N/A,N/A
2024/04/01 14:12:51.038,N/A,-0.005,-0.005,-0.047,N/A,N/A,N/A,N/A,-0.013
2024/04/01 14:12:51.575,-0.095,N/A,N/A,N/A,-0.087,-0.183,-0.231,N/A,N/A
2024/04/01 14:12:51.602,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.011
2024/04/01 14:12:52.143,N/A,N/A,N/A,-0.045,N/A,N/A,N/A,-0.021,-0.013
2024/04/01 14:12:52.170,-0.093,N/A,N/A,N/A,N/A,-0.177,-0.227,N/A,N/A
2024/04/01 14:12:52.690,N/A,N/A,N/A,-0.047,N/A,N/A,N/A,N/A,N/A
2024/04/01 14:12:52.730,-0.097,N/A,N/A,N/A,N/A,-0.187,-0.237,N/A,N/A
2024/04/01 14:12:53.221,N/A,-0.007,-0.007,N/A,N/A,N/A,N/A,N/A,N/A
2024/04/01 14:12:53.274,N/A,N/A,N/A,N/A,-0.083,N/A,-0.227,N/A,N/A
2024/04/01 14:12:53.838,-0.091,N/A,N/A,N/A,-0.089,-0.177,-0.229,N/A,N/A
2024/04/01 14:12:54.346,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.023,N/A
2024/04/01 14:12:54.383,N/A,N/A,N/A,N/A,-0.087,N/A,-0.227,N/A,N/A
2024/04/01 14:12:54.918,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.021,N/A
2024/04/01 14:12:54.930,-0.097,N/A,N/A,N/A,-0.079,-0.183,-0.221,N/A,N/A
2024/04/01 14:12:55.477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.023,N/A
2024/04/01 14:12:56.061,N/A,N/A,N/A,N/A,N/A,N/A,-0.223,N/A,N/A
2024/04/01 14:12:56.609,N/A,N/A,N/A,N/A,N/A,N/A,-0.227,N/A,N/A
2024/04/01 14:12:56.625,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.021,N/A
2024/04/01 14:12:57.168,N/A,-0.005,-0.005,N/A,N/A,N/A,N/A,-0.023,N/A
2024/04/01 14:12:57.713,N/A,N/A,N/A,N/A,-0.079,N/A,-0.225,N/A,N/A
2024/04/01 14:12:57.741,N/A,-0.007,-0.007,N/A,N/A,N/A,N/A,N/A,N/A
2024/04/01 14:12:58.275,-0.095,N/A,N/A,N/A,-0.083,N/A,N/A,N/A,N/A
2024/04/01 14:12:58.864,N/A,-0.005,-0.005,N/A,N/A,N/A,N/A,-0.021,N/A
2024/04/01 14:12:58.879,-0.093,N/A,N/A,N/A,-0.087,-0.179,N/A,N/A,N/A
2024/04/01 14:12:59.407,N/A,-0.007,-0.007,-0.045,N/A,N/A,N/A,N/A,N/A
2024/04/01 14:12:59.439,-0.089,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/04/01 14:12:59.440,N/A,N/A,N/A,N/A,-0.091,-0.171,N/A,N/A,N/A
2024/04/01 14:12:59.982,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.011
2024/04/01 14:13:00.014,-0.093,N/A,N/A,N/A,N/A,-0.179,-0.229,N/A,N/A
2024/04/01 14:13:00.521,N/A,-0.005,-0.005,N/A,N/A,N/A,N/A,-0.023,N/A
2024/04/01 14:13:00.571,N/A,N/A,N/A,N/A,-0.085,N/A,-0.223,N/A,N/A
2024/04/01 14:13:01.107,N/A,-0.007,-0.007,-0.047,N/A,N/A,N/A,N/A,N/A
2024/04/01 14:13:01.172,N/A,N/A,N/A,N/A,N/A,-0.177,-0.225,N/A,N/A
2024/04/01 14:13:01.689,N/A,N/A,N/A,-0.045,N/A,N/A,N/A,-0.021,N/A
2024/04/01 14:13:01.706,-0.091,N/A,N/A,N/A,-0.089,-0.173,-0.223,N/A,N/A
2024/04/01 14:13:02.238,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.023,-0.013
2024/04/01 14:13:02.268,-0.095,N/A,N/A,N/A,-0.083,-0.181,N/A,N/A,N/A
2024/04/01 14:13:02.798,-0.091,N/A,N/A,N/A,-0.093,-0.175,-0.231,N/A,N/A
2024/04/01 14:13:02.799,N/A,-0.005,-0.005,N/A,N/A,N/A,N/A,-0.021,-0.011
2024/04/01 14:13:03.345,-0.095,N/A,N/A,N/A,-0.089,-0.181,N/A,N/A,N/A
2024/04/01 14:13:03.360,N/A,N/A,N/A,-0.047,N/A,N/A,N/A,N/A,-0.013
2024/04/01 14:13:03.877,-0.093,N/A,N/A,N/A,N/A,-0.177,-0.225,N/A,N/A
2024/04/01 14:13:03.933,N/A,-0.007,-0.007,N/A,N/A,N/A,N/A,-0.023,N/A
2024/04/01 14:13:04.395,-0.125,N/A,N/A,N/A,-0.065,-0.213,-0.159,N/A,N/A
2024/04/01 14:13:04.465,N/A,-0.011,-0.011,-0.055,N/A,N/A,N/A,-0.029,-0.017
2024/04/01 14:13:04.969,-0.159,N/A,N/A,N/A,-0.095,-0.265,-0.207,N/A,N/A
2024/04/01 14:13:05.024,N/A,-0.013,-0.013,-0.057,N/A,N/A,N/A,-0.033,-0.021
2024/04/01 14:13:05.516,-0.165,N/A,N/A,N/A,-0.091,N/A,N/A,N/A,N/A
2024/04/01 14:13:05.609,N/A,-0.009,-0.009,-0.039,N/A,N/A,N/A,-0.015,-0.007
2024/04/01 14:13:06.100,-0.157,N/A,N/A,N/A,-0.069,N/A,N/A,N/A,N/A
2024/04/01 14:13:06.205,N/A,-0.011,-0.011,-0.033,N/A,N/A,N/A,-0.013,-0.011
2024/04/01 14:13:06.679,-0.175,N/A,N/A,N/A,-0.021,N/A,-0.053,N/A,N/A
2024/04/01 14:13:06.756,N/A,-0.005,-0.005,-0.025,N/A,N/A,N/A,-0.011,-0.005
2024/04/01 14:13:07.207,N/A,N/A,N/A,N/A,-0.029,N/A,-0.027,N/A,N/A
2024/04/01 14:13:07.780,-0.111,N/A,N/A,N/A,N/A,-0.041,N/A,N/A,N/A
2024/04/01 14:13:07.781,N/A,N/A,N/A,N/A,-0.017,N/A,-0.015,N/A,N/A
2024/04/01 14:13:08.313,-0.113,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/04/01 14:13:08.888,-0.117,N/A,N/A,N/A,-0.019,N/A,-0.017,N/A,N/A
2024/04/01 14:13:09.485,-0.409,N/A,N/A,N/A,-0.011,-0.103,-0.019,N/A,N/A
2024/04/01 14:13:10.106,-0.4309922,N/A,N/A,N/A,-0.005,-0.077,-0.015,N/A,N/A
2024/04/01 14:13:10.662,N/A,N/A,N/A,N/A,N/A,-0.081,N/A,N/A,N/A
2024/04/01 14:13:11.283,N/A,N/A,N/A,N/A,N/A,-0.075,N/A,N/A,N/A
2024/04/01 14:13:12.413,N/A,N/A,N/A,N/A,N/A,-0.097,-0.017,N/A,N/A
2024/04/01 14:13:12.966,N/A,N/A,N/A,N/A,-0.007,-0.099,-0.019,N/A,N/A
2024/04/01 14:13:13.538,N/A,N/A,N/A,N/A,N/A,-0.093,-0.017,N/A,N/A
2024/04/01 14:13:14.068,N/A,N/A,N/A,N/A,-0.005,-0.095,N/A,N/A,N/A
2024/04/01 14:13:14.621,N/A,N/A,N/A,N/A,N/A,-0.089,-0.013,N/A,N/A
2024/04/01 14:13:15.170,N/A,N/A,N/A,N/A,N/A,-0.087,-0.011,N/A,N/A
2024/04/01 14:13:16.885,N/A,N/A,N/A,N/A,N/A,-0.113,N/A,N/A,N/A
2024/04/01 14:13:17.445,N/A,N/A,N/A,N/A,N/A,-0.089,N/A,N/A,N/A
2024/04/01 14:13:17.985,-0.277,N/A,N/A,N/A,-0.037,-0.095,N/A,N/A,N/A
2024/04/01 14:13:18.535,-0.271,N/A,N/A,N/A,-0.035,-0.097,-0.057,N/A,N/A
2024/04/01 14:13:19.066,-0.279,N/A,N/A,N/A,N/A,-0.087,-0.063,N/A,N/A
2024/04/01 14:13:19.619,-0.139,N/A,N/A,N/A,-0.023,-0.041,-0.025,N/A,N/A
2024/04/01 14:13:20.143,-0.133,N/A,N/A,N/A,-0.021,N/A,-0.023,N/A,N/A
2024/04/01 14:13:20.697,-0.145,N/A,N/A,N/A,-0.023,N/A,-0.027,N/A,N/A
2024/04/01 14:13:21.295,-0.147,N/A,N/A,N/A,-0.025,N/A,N/A,N/A,N/A
2024/04/01 14:13:21.838,-0.055,N/A,N/A,N/A,-0.019,-0.031,-0.009,N/A,N/A
2024/04/01 14:13:22.385,N/A,N/A,N/A,N/A,-0.021,N/A,-0.011,N/A,N/A
2024/04/01 14:13:22.917,-0.059,N/A,N/A,N/A,-0.023,-0.033,N/A,N/A,N/A
2024/04/01 14:13:23.462,-0.101,N/A,N/A,N/A,-0.029,-0.047,-0.047,N/A,N/A
2024/04/01 14:13:24.009,-0.095,N/A,N/A,N/A,N/A,N/A,-0.043,N/A,N/A
2024/04/01 14:13:24.557,N/A,N/A,N/A,N/A,N/A,-0.049,-0.041,N/A,N/A
2024/04/01 14:13:25.116,N/A,N/A,N/A,N/A,N/A,-0.053,N/A,N/A,N/A
2024/04/01 14:13:25.117,N/A,N/A,N/A,N/A,-0.027,N/A,-0.037,N/A,N/A
2024/04/01 14:13:25.706,-0.213,N/A,N/A,N/A,-0.007,N/A,N/A,N/A,N/A
2024/04/01 14:13:26.318,N/A,N/A,N/A,N/A,-0.009,N/A,N/A,N/A,N/A
2024/04/01 14:13:26.867,-0.211,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024/04/01 14:13:27.382,-0.265,N/A,N/A,N/A,-0.005,N/A,N/A,N/A,N/A
2024/04/01 14:13:27.918,-0.303,N/A,N/A,N/A,N/A,N/A,-0.011,N/A,N/A
2024/04/01 14:13:28.990,-0.315,N/A,N/A,N/A,N/A,-0.085,-0.009,N/A,N/A
2024/04/01 14:13:29.541,-0.207,N/A,N/A,N/A,-0.011,-0.093,-0.025,N/A,N/A
2024/04/01 14:13:30.040,N/A,-0.003,-0.003,-0.027,N/A,N/A,N/A,N/A,N/A
2024/04/01 14:13:30.158,-0.4309922,N/A,N/A,N/A,-0.007,-0.209,-0.027,N/A,N/A
2024/04/01 14:13:30.714,N/A,N/A,N/A,N/A,N/A,-0.157,-0.023,N/A,N/A
2024/04/01 14:13:31.342,N/A,N/A,N/A,N/A,N/A,-0.155,N/A,N/A,N/A
2024/04/01 14:13:31.920,N/A,N/A,N/A,N/A,N/A,-0.149,-0.021,N/A,N/A
2024/04/01 14:13:32.464,N/A,N/A,N/A,N/A,N/A,-0.151,-0.023,N/A,N/A
2024/04/01 14:13:33.006,N/A,N/A,N/A,N/A,-0.011,-0.207,-0.037,N/A,N/A
2024/04/01 14:13:33.567,N/A,N/A,N/A,N/A,-0.009,-0.199,-0.033,N/A,N/A
2024/04/01 14:13:34.125,N/A,N/A,N/A,N/A,-0.007,-0.201,-0.031,N/A,N/A
2024/04/01 14:13:34.648,N/A,N/A,N/A,N/A,-0.009,-0.207,-0.037,N/A,N/A
2024/04/01 14:13:37.476,N/A,N/A,N/A,N/A,-0.045,N/A,N/A,N/A,N/A
2024/04/01 14:13:37.642,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.013,N/A
2024/04/01 14:13:38.621,N/A,N/A,N/A,N/A,-0.043,N/A,-0.045,N/A,N/A
2024/04/01 14:13:39.137,N/A,N/A,N/A,N/A,-0.045,-0.171,-0.049,N/A,N/A
2024/04/01 14:13:39.324,N/A,-0.005,-0.005,N/A,N/A,N/A,N/A,-0.011,N/A
2024/04/01 14:13:39.701,-0.177,N/A,N/A,N/A,-0.027,-0.079,-0.029,N/A,N/A
2024/04/01 14:13:39.889,N/A,-0.003,-0.003,-0.023,N/A,N/A,N/A,-0.013,N/A
2024/04/01 14:13:40.246,-0.181,N/A,N/A,N/A,N/A,-0.075,N/A,N/A,N/A
2024/04/01 14:13:40.473,N/A,-0.005,-0.005,N/A,N/A,N/A,N/A,-0.011,N/A
2024/04/01 14:13:40.808,-0.179,N/A,N/A,N/A,N/A,-0.073,-0.027,N/A,N/A
2024/04/01 14:13:41.083,N/A,N/A,N/A,-0.025,N/A,N/A,N/A,N/A,N/A
2024/04/01 14:13:41.396,-0.067,N/A,N/A,N/A,-0.015,-0.047,-0.023,N/A,N/A
2024/04/01 14:13:41.631,N/A,-0.003,-0.003,N/A,N/A,N/A,N/A,N/A,N/A
2024/04/01 14:13:41.927,-0.061,N/A,N/A,N/A,-0.013,-0.045,-0.025,N/A,N/A
